,Headline,Date,URL,Company
0,"Opinion: These ‘green’ stocks would thrive under a Biden administration, according to fund managers",2020-07-29 15:50:00,https://www.marketwatch.com/story/these-green-stocks-would-thrive-under-a-biden-administration-according-to-fund-managers-2020-07-29?mod=mw_quote_news,amrc
1,20 all-American stocks with an average gain of 20%,2014-07-04 10:07:00,https://www.marketwatch.com/story/true-blue-american-stocks-beat-the-sp-500-2014-07-03?mod=mw_quote_news,amrc
2,Ameresco profit falls 69% on weaker margins,2014-03-13 07:53:00,https://www.marketwatch.com/story/ameresco-profit-falls-69-on-weaker-margins-2014-03-13-74855335?mod=mw_quote_news,amrc
3,"Ameresco swings to Q2 loss, cuts year view",2013-08-08 09:01:00,https://www.marketwatch.com/story/ameresco-swings-to-q2-loss-cuts-year-view-2013-08-08?mod=mw_quote_news,amrc
4,"Ameresco cuts view citing market, storm delays",2013-02-15 13:37:00,https://www.marketwatch.com/story/ameresco-cuts-view-citing-market-storm-delays-2013-02-15?mod=mw_quote_news,amrc
5,Ameresco profit triples on strong renewable demand,2012-05-08 08:13:00,https://www.marketwatch.com/story/ameresco-profit-triples-on-strong-renewable-demand-2012-05-08?mod=mw_quote_news,amrc
6,Beware the sun in this Icarus Market,2011-11-21 08:38:00,https://www.marketwatch.com/story/beware-the-sun-in-this-icarus-market-2011-11-21?mod=mw_quote_news,amrc
7,Why Shares of Ameresco Are Falling This Week,2023-03-03 05:24:00,https://www.fool.com/investing/2023/03/03/why-shares-of-ameresco-are-falling-this-week/?source=djc&utm_source=djc&utm_medium=feed&utm_campaign=article&mod=mw_quote_news,amrc
