,Headline,Date,URL,Company
0,Donaldson Expects Fiscal 2023 Sales Growth as Industrial Demand Holds up,2023-03-01 06:28:00,https://www.marketwatch.com/story/donaldson-expects-fiscal-2023-sales-growth-as-industrial-demand-holds-up-f066342a?mod=mw_quote_news,dci
1,"Donaldson Posts Higher 2Q Sales, Boosted by Industrial Demand",2023-03-01 06:18:00,https://www.marketwatch.com/story/donaldson-posts-higher-2q-sales-boosted-by-industrial-demand-e26a4f34?mod=mw_quote_news,dci
2,"Donaldson revenue rises above expectations, but full-year growth outlook is below forecasts",2022-08-31 06:16:00,https://www.marketwatch.com/story/donaldson-revenue-rises-above-expectations-but-full-year-growth-outlook-is-below-forecasts-2022-08-31?mod=mw_quote_news,dci
3,"Donaldson beat earnings expectations and raised outlook, as price increases helped offset rising costs",2021-12-01 06:12:00,https://www.marketwatch.com/story/donaldson-beat-earnings-expectations-and-raised-outlook-as-price-increases-helped-offset-rising-costs-2021-12-01?mod=mw_quote_news,dci
4,"Donaldson's stock set to surge after profit and sales beats, raised guidance",2021-06-02 06:15:00,https://www.marketwatch.com/story/donaldsons-stock-set-to-surge-after-profit-and-sales-beats-raised-guidance-2021-06-02?mod=mw_quote_news,dci
5,Dozens of Dividend Aristocrat stock have been big winners in 2019,2019-07-28 09:52:00,https://www.marketwatch.com/story/heres-how-all-the-dividend-aristocrat-stocks-have-performed-this-year-2019-07-25?mod=mw_quote_news,dci
