,Headline,Date,URL,Company
0,NOV stock drops after BofA analysts turns bearish after double downgrade,2022-03-11 13:27:00,https://www.marketwatch.com/story/nov-stock-drops-after-bofa-analysts-turns-bearish-after-double-downgrade-2022-03-11?mod=mw_quote_news,gtls
1,2022 Could Be Banner Year for Amazon.com,2021-12-30 19:00:00,https://www.marketwatch.com/articles/2022-could-be-banner-year-for-amazon-com-costco-applied-materials-51640908802?mod=mw_quote_news,gtls
2,How Barron’s Small-Company Stock Picks Have Fared,2021-11-12 19:32:00,https://www.marketwatch.com/articles/small-company-barrons-stock-picks-51636763348?mod=mw_quote_news,gtls
3,This Small-Cap Stock Can Pivot Between Old and New Energy,2021-06-25 19:03:00,https://www.marketwatch.com/articles/buy-chart-industries-stock-51624662014?mod=mw_quote_news,gtls
4,Fossil-fuel mainstay Baker Hughes joins Plug Power in green hydrogen fund,2021-04-05 09:25:00,https://www.marketwatch.com/story/fossil-fuel-mainstay-baker-hughes-joins-plug-power-in-green-hydrogen-fund-11617629145?mod=mw_quote_news,gtls
5,Why Chart Industries Surged 14.5% This Week,2023-04-14 08:30:00,https://www.fool.com/investing/2023/04/14/why-chart-industries-surged-145-this-week/?source=djc&utm_source=djc&utm_medium=feed&utm_campaign=article&mod=mw_quote_news,gtls
6,Why Chart Industries Was Rocketing 12% Higher Today,2023-04-12 15:40:00,https://www.fool.com/investing/2023/04/12/why-chart-industries-was-rocketing-12-higher-today/?source=djc&utm_source=djc&utm_medium=feed&utm_campaign=article&mod=mw_quote_news,gtls
7,Why Shares of Plug Power Pushed Higher Today,2023-03-30 13:16:00,https://www.fool.com/investing/2023/03/30/why-shares-of-plug-power-pushed-higher-today/?source=djc&utm_source=djc&utm_medium=feed&utm_campaign=article&mod=mw_quote_news,gtls
8,Why Shares of Chart Industries Are Rising This Week,2023-03-24 09:43:00,https://www.fool.com/investing/2023/03/24/why-shares-of-chart-industries-are-rising-this-wee/?source=djc&utm_source=djc&utm_medium=feed&utm_campaign=article&mod=mw_quote_news,gtls
