,Headline,Date,URL,Company
0,U.K. stocks gain Thursday,2023-04-20 12:01:00,https://www.marketwatch.com/data-news/u-k-stocks-gain-thursday-6b7fdcab-4a7156e620fc?mod=mw_quote_news,psn
1,U.K. stocks increase for sixth day,2023-04-14 12:01:00,https://www.marketwatch.com/data-news/u-k-stocks-increase-for-sixth-day-9db5fb78-cf83e7a82517?mod=mw_quote_news,psn
2,Parsons wins FAA contract for up to $1.8 billion,2023-04-06 06:41:00,https://www.marketwatch.com/story/parsons-wins-faa-contract-for-up-to-1-8-billion-736da373?mod=mw_quote_news,psn
3,Stifel relaunches defense stock coverage as Ukraine war rages,2022-03-18 09:16:00,https://www.marketwatch.com/story/stifel-relaunches-defense-stock-coverage-as-ukraine-war-rages-11647609390?mod=mw_quote_news,psn
4,"Dig a little, and you’ll find better stocks than the tech superstars, says Jefferies",2020-08-26 02:44:00,https://www.marketwatch.com/story/dig-a-little-and-youll-find-better-stocks-than-the-tech-superstars-says-jefferies-2020-08-25?mod=mw_quote_news,psn
5,Opinion: These 9 stocks will profit from Trump’s fatter budget for military technology,2020-02-16 08:10:00,https://www.marketwatch.com/story/trump-wants-to-spend-more-on-military-technology-here-are-9-stocks-that-could-benefit-2020-02-12?mod=mw_quote_news,psn
6,Bill Gates-backed Heliogen’s solar ‘breakthrough’ could replace fossil fuels in steel and other big-polluting industries,2019-11-23 12:53:00,https://www.marketwatch.com/story/bill-gates-backed-heliogens-solar-breakthrough-could-replace-fossil-fuels-in-steel-and-other-big-polluting-industries-2019-11-20?mod=mw_quote_news,psn
7,Parsons Corp. to offer 18.5 million shares in planned IPO priced at $26 to $28 each,2019-04-29 07:15:00,https://www.marketwatch.com/story/parsons-corp-to-offer-185-million-shares-in-planned-ipo-priced-at-26-to-28-each-2019-04-29?mod=mw_quote_news,psn
